"ClientId","Sessions","Avg.SessionDuration(seconds)","BounceRate","Revenue","Transactions","GoalConversionRate"
130,6,119.333333333333,0.5,0,0,0
131,6,296.333333333333,0.333333333333333,0,0,0
132,6,315.333333333333,0.333333333333333,0,0,0
133,6,469,0.166666666666667,0,0,0.166666666666667
134,6,583.5,0.333333333333333,0,0,0.166666666666667
135,6,205.333333333333,0.166666666666667,0,0,0
136,6,639.333333333333,0.5,0,0,0.333333333333333
137,6,196.666666666667,0.5,0,0,0.166666666666667
138,6,82.5,0.5,0,0,0
139,6,453,0,0,0,0.166666666666667
140,6,415.5,0.666666666666667,0,0,0.166666666666667
141,6,308.666666666667,0.333333333333333,0,0,0.166666666666667
142,6,86.1666666666667,0.5,0,0,0
143,6,706.5,0.333333333333333,0,0,0.333333333333333
144,6,620.5,0.166666666666667,0,0,0.333333333333333
145,6,205.333333333333,0.833333333333333,0,0,0.166666666666667
146,6,437.833333333333,0.333333333333333,0,0,0.166666666666667
147,6,224.333333333333,0.166666666666667,0,0,0
148,6,596.5,0.333333333333333,0,0,0.333333333333333
149,6,260.666666666667,0.5,0,0,0.166666666666667
150,6,348,0.166666666666667,0,0,0.166666666666667
151,6,54.6666666666667,0.666666666666667,0,0,0
152,6,0,1,0,0,0
153,6,626.5,0.5,0,0,0.333333333333333
154,6,514,0.333333333333333,0,0,0.166666666666667
155,6,246.666666666667,0.166666666666667,0,0,0.166666666666667
156,6,66.6666666666667,0.5,0,0,0
157,6,66.6666666666667,0.5,0,0,0
158,6,410.833333333333,0.666666666666667,0,0,0.166666666666667
159,5,795.6,0.2,0,0,0.2
160,5,180.4,0.6,0,0,0
161,5,29.8,0.2,0,0,0
162,5,473.2,0,0,0,0.2
163,5,376,0.2,0,0,0
164,5,642,0.2,0,0,0.2
165,5,108.4,0.6,0,0,0
166,5,95.6,0.4,0,0,0
167,5,363.8,0.4,0,0,0.2
168,5,490,0,0,0,0.2
169,5,372.6,0.6,0,0,0.2
170,5,289.4,0,0,0,0.2
171,5,629.2,0.2,0,0,0.2
172,5,466.8,0.4,0,0,0.4
173,5,483.2,0.2,0,0,0.2
174,5,754.2,0,0,0,0.2
175,5,212.8,0.4,0,0,0
176,5,180.6,0.2,0,0,0
177,5,629.6,0.6,0,0,0.4
178,5,305.6,0,0,0,0
179,5,387.4,0.2,0,0,0.2
180,5,564.8,0.2,0,0,0.4
181,5,131.8,0.4,0,0,0
182,5,170.2,0.4,0,0,0
183,5,504.8,0.4,0,0,0.2
184,5,619.4,0.2,0,0,0.4
185,5,447.6,0,0,0,0.2
186,5,394.2,0,0,0,0.2
187,5,176.8,0.2,0,0,0
188,5,49.8,0.4,0,0,0
189,5,194,0.2,0,0,0
190,5,765.4,0.2,0,0,0.4
191,5,410.8,0,0,0,0.4
192,5,559.4,0.4,0,0,0.2
193,5,975.2,0,0,0,0.2
194,5,573.8,0,0,0,0.4
195,5,463.8,0,0,0,0
196,5,614,0.4,0,0,0.2
197,5,264.4,0.4,0,0,0.2
198,5,963,0.2,0,0,0.4
199,5,714.4,0.4,0,0,0.4
200,5,835.8,0,0,0,0.2
201,5,179.8,0.2,0,0,0
202,5,150,0.2,0,0,0
203,5,32,0.6,0,0,0
204,5,78,0.6,0,0,0
205,5,288.4,0,0,0,0
206,5,343.4,0,0,0,0.2
207,5,372.4,0,0,0,0.2
208,5,60.6,0.4,0,0,0
209,5,60.6,0.2,0,0,0
210,5,743.2,0,0,0,0.4
211,5,277.6,0.4,0,0,0.2
212,5,397.6,0.2,0,0,0.2
213,5,211.8,0,0,0,0
214,5,260,0.4,0,0,0.2
215,5,596.4,0,0,0,0.2
216,5,631,0.2,0,0,0.4
217,5,718.2,0.4,0,0,0.4
218,5,0,1,0,0,0
219,5,118.6,0.6,0,0,0
220,5,720.8,0,0,0,0.4
221,5,146,0.4,0,0,0
222,5,522.8,0.2,0,0,0.2
223,5,184.2,0.4,0,0,0
224,5,167.4,0.6,0,0,0
225,5,188,0.4,0,0,0.2
226,5,103.6,0.4,0,0,0
227,5,295.4,0.2,0,0,0.2
228,5,30.2,0.2,0,0,0
229,5,182.2,0.2,0,0,0
230,5,253.4,0.6,0,0,0
231,5,705,0,0,0,0.2
232,5,955.6,0.6,0,0,0.2
233,5,1065.6,0,0,0,0.6
234,5,68.6,0.4,0,0,0
235,5,19.8,0.6,0,0,0
236,5,236.8,0.2,0,0,0.2
237,5,125.6,0.2,0,0,0
238,5,172.6,0.2,0,0,0
239,5,314.6,0.2,0,0,0
240,5,149.2,0.4,0,0,0
241,5,638.2,0.6,0,0,0.4
242,5,676,0,0,0,0.2
243,5,454.8,0.4,0,0,0.2
244,5,63.8,0.6,0,0,0
245,5,142.4,0.6,0,0,0
246,5,1502.8,0,0,0,0.6
247,5,403,0.4,0,0,0.2
248,5,191.6,0.2,0,0,0
249,5,533.6,0.4,0,0,0.2
250,5,259.8,0.8,0,0,0.2
251,5,525.8,0.4,0,0,0.2
252,5,797.6,0.2,0,0,0.2
253,5,394,0.4,0,0,0.2
254,5,163.2,0.4,0,0,0
255,5,613.6,0.8,0,0,0.2
256,5,101,0.6,0,0,0
257,5,640,0.2,0,0,0.2
258,5,654.8,0.4,0,0,0.2
259,5,549.6,0,0,0,0.2
260,5,416,0.4,0,0,0.4
261,5,502.4,0.6,0,0,0.2
262,5,654.2,0.2,0,0,0.4
263,5,251,0.4,0,0,0.2
264,5,265.4,0.6,0,0,0.2
265,5,318,0.2,0,0,0.2
266,5,331.2,0,0,0,0.2
267,5,151.4,0.4,0,0,0
268,5,593.4,0.2,0,0,0.2
269,5,574.8,0,0,0,0.2
270,5,9.2,0.6,0,0,0
271,5,589.4,0,0,0,0.2
272,5,591.2,0.2,0,0,0.4
273,5,455.4,0.2,0,0,0.2
274,5,236.2,0.4,0,0,0.2
275,5,282,0,0,0,0.2
276,5,387.8,0.8,0,0,0.2
277,4,904.75,0,0,0,0.5
278,4,22.75,0.75,0,0,0
279,4,47.75,0,0,0,0
280,4,772.75,0,0,0,0.5
281,4,700.5,0.5,0,0,0.5
282,4,1192.5,0.25,0,0,0.25
283,4,330.5,0,0,0,0
284,4,162,0.75,0,0,0
285,4,1839.75,0,0,0,0.5
286,4,3,0.75,0,0,0
287,4,489.25,0,0,0,0
288,4,0,1,0,0,0
289,4,570,0.25,0,0,0.25
290,4,343.75,0.25,0,0,0.25
291,4,442.75,0,0,0,0.25
292,4,86.5,0.5,0,0,0
293,4,711.5,0.25,0,0,0.25
294,4,659.75,0.25,0,0,0.25
295,4,1124.25,0,0,0,0.25
296,4,947.5,0.25,0,0,0.5
297,4,313,0,0,0,0.25
298,4,465.5,0,0,0,0.25
299,4,831.25,0,0,0,0.5
300,4,0,1,0,0,0
301,4,420.75,0.25,0,0,0.25
302,4,815.25,0,0,0,0.5
303,4,666.25,0.5,0,0,0.25
304,4,269.25,0.25,0,0,0
305,4,372.75,0.25,0,0,0.25
306,4,251.75,0.5,0,0,0.25
307,4,623,0,0,0,0.5
308,4,566,0,0,0,0.25
309,4,24.75,0,0,0,0
310,4,164.75,0,0,0,0
311,4,296.75,0,0,0,0
312,4,230.75,0,0,0,0
313,4,409.75,0,0,0,0.25
314,4,40.5,0.5,0,0,0
315,4,0,1,0,0,0
316,4,671.25,0,0,0,0.25
317,4,778.5,0.5,0,0,0.5
318,4,846.75,0,0,0,0.25
319,4,121.25,0.25,0,0,0
320,4,265.5,0.25,0,0,0.25
321,4,0,1,0,0,0
322,4,1,0.75,0,0,0
323,4,0,1,0,0,0
324,4,1435,0.25,0,0,0.5
325,4,6.25,0.5,0,0,0
326,4,14.25,0.5,0,0,0
327,4,201,0.5,0,0,0
328,4,86.25,0.25,0,0,0
329,4,301.5,0.25,0,0,0.25
330,4,447.5,0.25,0,0,0.25
331,4,72.75,0.25,0,0,0
332,4,491.5,0.5,0,0,0.25
333,4,631.5,0.25,0,0,0.25
334,4,353.5,0.25,0,0,0.25
335,4,795.25,0.25,0,0,0.25
336,4,391.25,0.25,0,0,0.25
337,4,480.5,0.25,0,0,0.25
338,4,233.5,0.5,0,0,0.25
339,4,449.25,0,0,0,0.25
340,4,673,0,0,0,0.5
341,4,614,0,0,0,0.25
342,4,1133,0,0,0,0.5
343,4,308.5,0.5,0,0,0.25
344,4,733,0.25,0,0,0.25
345,4,298.5,0.25,0,0,0.25
346,4,391.75,0,0,0,0
347,4,0,1,0,0,0
348,4,377.75,0,0,0,0
349,4,191.75,0.5,0,0,0
350,4,168.5,0.25,0,0,0
351,4,742.25,0,0,0,0.25
352,4,588,0,0,0,0.25
353,4,462.75,0,0,0,0.25
354,4,742.5,0,0,0,0.5
355,4,625.25,0,0,0,0.25
356,4,277.5,0.5,0,0,0.25
357,4,491,0.25,0,0,0.25
358,4,601,0,0,0,0.25
359,4,1101.25,0,0,0,0.5
360,4,105,0.5,0,0,0
361,4,34,0.5,0,0,0
362,4,177.25,0,0,0,0
363,4,372.25,0.25,0,0,0
364,4,1039.75,0.25,0,0,0.5
365,4,48.75,0.75,0,0,0
366,4,42.5,0.25,0,0,0
367,4,27.75,0.5,0,0,0
368,4,431,0.5,0,0,0.25
369,4,596,0.25,0,0,0.25
370,4,456,0,0,0,0.25
371,4,503.5,0.25,0,0,0.25
372,4,0,1,0,0,0
373,4,877.75,0,0,0,0.5
374,4,56.5,0.5,0,0,0
375,4,315.25,0.25,0,0,0.25
376,4,827.5,0.25,0,0,0.25
377,4,183.75,0.5,0,0,0
378,4,268.5,0,0,0,0
379,4,244.25,0.5,0,0,0
380,4,248.75,0.5,0,0,0.25
381,4,531.75,0.25,0,0,0.25
382,4,207.5,0.5,0,0,0
383,4,58.25,0.75,0,0,0
384,4,954.75,0,0,0,0.25
385,4,263.25,0.25,0,0,0
386,4,881.75,0.25,0,0,0.5
387,4,1084,0,0,0,0.5
388,4,549.75,0,0,0,0.25
389,4,459.5,0.25,0,0,0.25
390,4,860.5,0,0,0,0.25
391,4,401.75,0.5,0,0,0.25
392,4,255.5,0.5,0,0,0.25
393,4,976.5,0,0,0,0.5
394,4,11.75,0.75,0,0,0
395,4,283.75,0.5,0,0,0.25
396,4,126.5,0.25,0,0,0
397,4,641.5,0.5,0,0,0.25
398,4,338,0.75,0,0,0.25
399,4,536.5,0.5,0,0,0.25
400,4,732.75,0,0,0,0.5
401,4,903.5,0,0,0,0.75
402,4,229.25,0,0,0,0
403,4,605.25,0.25,0,0,0.25
404,4,545.5,0,0,0,0.25
405,4,159.25,0.25,0,0,0
406,4,10.75,0.75,0,0,0
407,4,173.25,0.25,0,0,0
408,4,22.25,0.5,0,0,0
409,4,864.25,0.5,0,0,0.5
410,4,1084.5,0.25,0,0,0.5
411,4,174.5,0.25,0,0,0
412,4,260.25,0,0,0,0
413,4,608.25,0.5,0,0,0.25
414,4,672.75,0.25,0,0,0.5
415,4,526.75,0,0,0,0.25
416,4,413,0,0,0,0.25
417,4,1146.75,0,0,0,0.25
418,4,1154.5,0,0,0,0.75
419,4,1024.25,0,0,0,0.25
420,4,103.75,0.25,0,0,0
421,4,1596.5,0.25,0,0,0.5
422,4,284.25,0.5,0,0,0.25
423,4,36.75,0.5,0,0,0
424,4,957.25,0,0,0,0.5
425,4,325.25,0,0,0,0
426,4,285.5,0,0,0,0
427,4,93.5,0,0,0,0
428,4,858.5,0.25,0,0,0.5
429,4,64.5,0.5,0,0,0
430,4,115.25,0.5,0,0,0
431,4,38.5,0,0,0,0
432,4,944.75,0.25,0,0,0.25
433,4,263.5,0,0,0,0.25
434,4,690.25,0.25,0,0,0.25
435,4,709.75,0.25,0,0,0.25
436,4,453.75,0.75,0,0,0.25
437,4,163,0.25,0,0,0
438,4,433.25,0.5,0,0,0.25
439,4,599.25,0,0,0,0.25
440,4,287,0.75,0,0,0.25
441,4,3.5,0.5,0,0,0
442,4,266.25,0,0,0,0
443,4,122,0.25,0,0,0
444,4,271,0,0,0,0.25
445,4,407.25,0.25,0,0,0.25
446,4,361.75,0.25,0,0,0
447,4,417.75,0.25,0,0,0.25
448,4,174.25,0,0,0,0
449,4,295.75,0.5,0,0,0
450,4,143.75,0.5,0,0,0
451,4,0,1,0,0,0
452,4,1554.5,0,0,0,0.75
453,4,996,0,0,0,0.75
454,4,289.75,0.25,0,0,0.25
455,4,611.25,0.25,0,0,0.25
456,4,342.25,0.25,0,0,0.25
457,4,712,0.25,0,0,0.25
458,4,291.25,0.5,0,0,0
459,4,494.75,0.25,0,0,0.25
460,4,69.75,0,0,0,0
461,4,334,0.25,0,0,0
462,4,381.25,0,0,0,0.25
463,4,148.25,0.25,0,0,0
464,4,622.25,0.25,0,0,0.25
465,4,917.75,0.25,0,0,0.5
466,4,285.25,0.5,0,0,0
467,4,1544.5,0,0,0,0.75
468,4,609.75,0,0,0,0.5
469,4,159.5,0.25,0,0,0
470,4,667.25,0.5,0,0,0.25
471,4,8.5,0.75,0,0,0
472,4,290.25,0,0,0,0.25
473,4,615.75,0,0,0,0.25
474,4,80.5,0.5,0,0,0
475,4,32.25,0.25,0,0,0
476,4,554,0,0,0,0.25
477,4,911,0,0,0,0.5
478,4,1033.75,0.25,0,0,0.5
479,4,483.25,0.25,0,0,0.25
480,4,902.5,0.25,0,0,0.25
481,4,397.75,0.25,0,0,0
482,4,796,0.25,0,0,0.25
483,4,461.25,0.25,0,0,0.25
484,4,702.25,0.25,0,0,0.25
485,4,87,0.75,0,0,0
486,4,159.5,0,0,0,0
487,4,306.5,0.25,0,0,0.25
488,4,82.25,0.25,0,0,0
489,4,35,0.5,0,0,0
490,4,822.75,0.25,0,0,0.25
491,4,593,0,0,0,0.25
492,4,244.5,0.25,0,0,0.25
493,4,900,0.25,0,0,0.5
494,4,990.5,0,0,0,0.25
495,4,668.5,0,0,0,0.25
496,4,925.75,0.25,0,0,0.5
497,4,556.75,0.25,0,0,0.25
498,4,187.75,0.75,0,0,0
499,4,159.5,0.25,0,0,0
500,4,299,0.5,0,0,0.25
501,4,890.5,0.25,0,0,0.25
502,4,339.75,0.25,0,0,0.25
503,4,420.5,0.25,0,0,0.25
504,4,202.75,0,0,0,0
505,4,138.75,0.5,0,0,0
506,4,902.25,0,0,0,0.5
507,4,527.5,0.25,0,0,0.25
508,4,154.75,0.5,0,0,0
509,4,829,0.25,0,0,0.5
510,4,870.75,0,0,0,0.25
511,4,422.75,0.25,0,0,0.25
512,4,31.25,0.25,0,0,0
513,4,78.75,0.5,0,0,0
514,4,633.5,0.25,0,0,0.25
515,4,274.25,0,0,0,0
516,4,1046.5,0,0,0,0.5
517,4,815.5,0.75,0,0,0.25
518,4,290,0,0,0,0
519,4,259.75,0.75,0,0,0.25
520,4,142.25,0,0,0,0
521,4,590.75,0.25,0,0,0.25
522,4,471,0.25,0,0,0.25
523,4,319.5,0,0,0,0.25
524,4,274.5,0.25,0,0,0.25
525,4,212,0,0,0,0
526,4,853,0.25,0,0,0.25
527,4,564.75,0.5,0,0,0.25
528,3,839.666666666667,0.333333333333333,0,0,0.333333333333333
529,3,289.333333333333,0,0,0,0
530,3,421.333333333333,0.333333333333333,0,0,0.333333333333333
531,3,204.333333333333,0,0,0,0
532,3,101,0.333333333333333,0,0,0
533,3,454,0.333333333333333,0,0,0.333333333333333
534,3,182.333333333333,0.333333333333333,0,0,0
535,3,2691,0,0,0,0.666666666666667
536,3,1361.66666666667,0,0,0,1
537,3,577.666666666667,0,0,0,0.333333333333333
538,3,1083,0,0,0,0.333333333333333
539,3,139,0,0,0,0
540,3,578,0,0,0,0.333333333333333
541,3,754,0,0,0,0.333333333333333
542,3,27.3333333333333,0.333333333333333,0,0,0
543,3,636.666666666667,0.666666666666667,0,0,0.333333333333333
544,3,370.666666666667,0,0,0,0.333333333333333
545,3,70.6666666666667,0,0,0,0
546,3,1079.33333333333,0,0,0,0.666666666666667
547,3,867.666666666667,0.333333333333333,0,0,0.666666666666667
548,3,1070.66666666667,0,0,0,0.666666666666667
549,3,0,1,0,0,0
550,3,173.666666666667,0,0,0,0
551,3,244.333333333333,0,0,0,0
552,3,1681.33333333333,0,0,0,0.333333333333333
553,3,535.666666666667,0,0,0,0.333333333333333
554,3,771.333333333333,0,0,0,0.333333333333333
555,3,322.666666666667,0.333333333333333,0,0,0.333333333333333
556,3,515,0.333333333333333,0,0,0.333333333333333
557,3,459.333333333333,0.666666666666667,0,0,0.333333333333333
558,3,838.333333333333,0,0,0,0.333333333333333
559,3,213.333333333333,0.333333333333333,0,0,0
560,3,131,0.333333333333333,0,0,0
561,3,304.666666666667,0.333333333333333,0,0,0
562,3,126,0.666666666666667,0,0,0
563,3,1164.66666666667,0,0,0,0.666666666666667
564,3,750,0,0,0,0.666666666666667
565,3,175.666666666667,0,0,0,0
566,3,241.666666666667,0,0,0,0
567,3,459.333333333333,0.666666666666667,0,0,0.333333333333333
568,3,100.666666666667,0.666666666666667,0,0,0
569,3,576.333333333333,0.333333333333333,0,0,0.333333333333333
570,3,275.333333333333,0.333333333333333,0,0,0
571,3,422.333333333333,0,0,0,0.333333333333333
572,3,295,0,0,0,0
573,3,1015.33333333333,0.333333333333333,0,0,0.666666666666667
574,3,611.666666666667,0,0,0,0.333333333333333
575,3,736,0.333333333333333,0,0,0.333333333333333
576,3,202.666666666667,0.333333333333333,0,0,0
577,3,101.666666666667,0.333333333333333,0,0,0
578,3,745.333333333333,0,0,0,0.333333333333333
579,3,72.6666666666667,0,0,0,0
580,3,412.333333333333,0.333333333333333,0,0,0.333333333333333
581,3,290.666666666667,0.333333333333333,0,0,0
582,3,44.3333333333333,0.333333333333333,0,0,0
583,3,621.666666666667,0.333333333333333,0,0,0.333333333333333
584,3,5.66666666666667,0.666666666666667,0,0,0
585,3,224,0,0,0,0
586,3,530.666666666667,0,0,0,0.333333333333333
587,3,0,1,0,0,0
588,3,0,1,0,0,0
589,3,452.333333333333,0,0,0,0
590,3,370.333333333333,0.333333333333333,0,0,0
591,3,765.666666666667,0.666666666666667,0,0,0.333333333333333
592,3,534,0.333333333333333,0,0,0
593,3,575.666666666667,0,0,0,0.333333333333333
594,3,147,0,0,0,0
595,3,458.666666666667,0,0,0,0.333333333333333
596,3,80.6666666666667,0,0,0,0
597,3,951.666666666667,0,0,0,0.333333333333333
598,3,208,0,0,0,0
599,3,894.666666666667,0.333333333333333,0,0,0.333333333333333
600,3,1297.33333333333,0.333333333333333,0,0,0.666666666666667
601,3,385.333333333333,0.333333333333333,0,0,0.333333333333333
602,3,177.666666666667,0.333333333333333,0,0,0
603,3,326.666666666667,0.666666666666667,0,0,0.333333333333333
604,3,345,0,0,0,0
605,3,188.333333333333,0,0,0,0
606,3,277,0.333333333333333,0,0,0
607,3,475,0.333333333333333,0,0,0.333333333333333
608,3,45,0.666666666666667,0,0,0
609,3,728.666666666667,0,0,0,0.333333333333333
610,3,12,0.666666666666667,0,0,0
611,3,382.666666666667,0,0,0,0
612,3,354.666666666667,0,0,0,0.333333333333333
613,3,398.666666666667,0.333333333333333,0,0,0.333333333333333
614,3,546.333333333333,0,0,0,0
615,3,86.3333333333333,0.333333333333333,0,0,0
616,3,416.333333333333,0.333333333333333,0,0,0.333333333333333
617,3,317,0,0,0,0
618,3,793.666666666667,0,0,0,0.333333333333333
619,3,177,0,0,0,0
620,3,976.333333333333,0.333333333333333,0,0,0.333333333333333
621,3,287.666666666667,0,0,0,0
622,3,676.666666666667,0,0,0,0.333333333333333
623,3,524.666666666667,0.333333333333333,0,0,0.333333333333333
624,3,241.666666666667,0.666666666666667,0,0,0
625,3,451.333333333333,0.666666666666667,0,0,0.333333333333333
626,3,273.333333333333,0,0,0,0
627,3,300,0.333333333333333,0,0,0
628,3,12.3333333333333,0.666666666666667,0,0,0
629,3,517,0,0,0,0.333333333333333
630,3,0,1,0,0,0
631,3,16.3333333333333,0.666666666666667,0,0,0
632,3,151.333333333333,0.666666666666667,0,0,0
633,3,0,1,0,0,0
634,3,908,0.333333333333333,0,0,0.666666666666667
635,3,231.666666666667,0,0,0,0
636,3,521.666666666667,0,0,0,0.333333333333333
637,3,531.333333333333,0,0,0,0.333333333333333
638,3,142.666666666667,0,0,0,0
639,3,264.666666666667,0,0,0,0
640,3,297.333333333333,0,0,0,0
641,3,400.333333333333,0,0,0,0.333333333333333
642,3,538,0.333333333333333,0,0,0.333333333333333
643,3,360,0,0,0,0
644,3,393,0,0,0,0.333333333333333
645,3,1016,0,0,0,0.666666666666667
646,3,223,0.333333333333333,0,0,0
647,3,859.666666666667,0.333333333333333,0,0,0.333333333333333
648,3,12.6666666666667,0.666666666666667,0,0,0
649,3,36.6666666666667,0.333333333333333,0,0,0
650,3,900.333333333333,0.333333333333333,0,0,0.333333333333333
651,3,698.666666666667,0.333333333333333,0,0,0.333333333333333
652,3,17,0,0,0,0
653,3,221.333333333333,0.333333333333333,0,0,0
654,3,184.666666666667,0,0,0,0
655,3,597.666666666667,0.333333333333333,0,0,0.333333333333333
656,3,963.666666666667,0,0,0,0.666666666666667
657,3,222.666666666667,0.666666666666667,0,0,0
658,3,1511.66666666667,0,0,0,0.666666666666667
659,3,107.666666666667,0.333333333333333,0,0,0
660,3,206.666666666667,0.333333333333333,0,0,0
661,3,98.3333333333333,0,0,0,0
662,3,1590,0.333333333333333,0,0,0.666666666666667
663,3,228.666666666667,0,0,0,0
664,3,206.333333333333,0.333333333333333,0,0,0
665,3,402.333333333333,0,0,0,0
666,3,705.333333333333,0,0,0,0.333333333333333
